Fecha,Comentario,Estrellas,Likes
20 abr. 2024,"El producto llago fallado. El sonido es minimo, borroso y con mucho ruido blanco e intermitente, tanto para los llamados, mensajes de voz y música.",Calificación 1 de 5,0
17 abr. 2024,Un mes me duró y se apago la pantalla.,Calificación 1 de 5,0
10 abr. 2024,Actualizo. En mi caso a la semana dejo de funcionar correctamente por un problema de fabrica y lo tuve que devolver.,Calificación 1 de 5,0
10 abr. 2024,"Una basura, lo devolví.",Calificación 1 de 5,0
09 abr. 2024,No anda el sensor de aproximidad.,Calificación 1 de 5,0
02 abr. 2024,Muy lento.,Calificación 1 de 5,0
29 mar. 2024,"Mi producto me parece malo porque no prende,no anda.",Calificación 1 de 5,0
17 mar. 2024,El producto nos vino fallado: no cargaba y las pocas veces que cargaba desde el 90% se descarga automáticamente a 1% y se apagaba. No obstante se negaron a cambiarnos el producto porque lo aumentaron 100. 000$ una estafa total.,Calificación 1 de 5,0
11 mar. 2024,"Todavia, despues de meses estoy esperando que me hagan la factura como corresponde. Y siempre me sigue diciendo lo mismo.",Calificación 1 de 5,0
08 mar. 2024,"Es un gama media-baja con precio de gama media, no vale la pena.",Calificación 1 de 5,0
28 feb. 2024,"Es lentisimo de entrada, la bateria no dura mucho.",Calificación 1 de 5,0
06 feb. 2024,"El teléfono empezó mostrar fallas en la cámara y se ve todo blanco en la delantera y trasera, quisiera saber si hay un cambio o alguna garantía xq tiene 2 meses y medio y ya falla, así q quiero saber si hay garantia.",Calificación 1 de 5,0
06 feb. 2024,Es muy lento. Se tilda mucho. La cámara tiene mucho filtro y no permite quitarlo.,Calificación 1 de 5,0
12 ene. 2024,Celular devuelto porque no funcionaba.,Calificación 1 de 5,0
11 ene. 2024,Puse el seguro de la caja y cuando lo quise usar me cobraron una franquicia.,Calificación 1 de 5,0
08 ene. 2024,"Malisimo, mala batería se le va enseguida, malisimas selfie, muy mala definición, se tilda cuando queres volver para atrás en los mensajes whatsapp etc.",Calificación 1 de 5,0
04 ene. 2024,Malísimo.,Calificación 1 de 5,0
28 dic. 2023,"Se recalentaba la batería y funcionaba muy lento, decidí devolver la compra.",Calificación 1 de 5,0
27 dic. 2023,Vino más de fábrica y no me repucieron el celular.,Calificación 1 de 5,0
13 dic. 2023,Hace 6 días lo compre y dejo de funcionar la cámara.,Calificación 1 de 5,0
12 dic. 2023,La camara aparece negra donde se puede devolver o reparar?.,Calificación 1 de 5,0
05 dic. 2023,Duró 45 días. De terror.,Calificación 1 de 5,0
04 dic. 2023,Mala experiencia.,Calificación 1 de 5,0
29 nov. 2023,"De terror los de mercado libre, cuando es un producto suyo no te sejan cancelar la compra y tenes que recibirlo, no compren sus productos.",Calificación 1 de 5,0
23 nov. 2023,"Antes de este tenia un nokia24m no hay comparacion , el nokia es dos años mas viejo pero se lo come al a4 mejor prosesador , mejor interfas , mas facil de usar. La bateria que tenia dos años de uso dura lo mismo que esta y este es un celular gama baja que le pusieron 128 gb de almacenamiento. Me arrepiento de la compra no lo recomiendo.",Calificación 1 de 5,0
16 nov. 2023,La verdad un queso el celu este no lo puedo creer.,Calificación 1 de 5,0
25 oct. 2023,Fallo ni bien lo encendi y tuve que devolverlo.,Calificación 1 de 5,0
18 oct. 2023,"No es el producto que compre, es un soporte para jabon tocador.",Calificación 1 de 5,0
28 sep. 2023,"Recibí el producto muy lindo todo ,pero tuve q devolver porque andaba solo con wifi es lo peor q me pasó 😪.",Calificación 1 de 5,0
15 sep. 2023,El producto vino mal de fábrica. Debí cancelar la compra. No tuve inconvenientes para hacerlo.,Calificación 1 de 5,0
14 sep. 2023,Bastante bueno.,Calificación 1 de 5,0
28 ago. 2023,"Vino con cosas que parece un celular reparado y no nuevo , con una cuenta quw no nos pertenece.",Calificación 1 de 5,0
22 ago. 2023,Malisimo 20 días me anduvo y hace 1 mes que me tienen a la vuelta con la garantía. Todos se laban las manos. 😡.,Calificación 1 de 5,0
12 ago. 2023,Se salió el protector del lente.,Calificación 1 de 5,0
07 ago. 2023,"Malo malo, se tilda se borran las aplicaciones.",Calificación 1 de 5,0
03 ago. 2023,Un desastre.,Calificación 1 de 5,0
30 jul. 2023,Demasiado fragil.,Calificación 1 de 5,0
25 jul. 2023,Malo muy malo.,Calificación 1 de 5,0
20 jul. 2023,El celular lo compre en abril y y en junio ya no funciona.,Calificación 1 de 5,0
13 jul. 2023,Nunca anduvo ni cargo de nuevo.,Calificación 1 de 5,0
04 jul. 2023,Es un teléfono viejo.,Calificación 1 de 5,0
08 jun. 2023,"Malisima la definición de la cámara, una decepción. La bateria bien y tiene velocidad el celular. Eso bien.",Calificación 1 de 5,0
30 may. 2023,Hola buenas tardes mira el celular c tilda mucho y da dificultad para el táctil.,Calificación 1 de 5,0
26 may. 2023,Lo devolvi.,Calificación 1 de 5,0
12 abr. 2023,"Hola ,no dura nada la batería y se calienta cuando lo uso.",Calificación 1 de 5,0
01 feb. 2023,No me gusto para nada.,Calificación 1 de 5,0
17 may. 2023,Vergüenza.,Calificación 1 de 5,2
04 abr. 2024,"Recibí el producto roto,todo aplastado,no prende,no recibe carga y en el momento de realizar la devolución,me equivoqué y puse reembolso de dinero y no recibo el total de lo que pague,la verdad un desastre.",Calificación 1 de 5,0
08 nov. 2023,Excelente.,Calificación 1 de 5,0
11 sep. 2023,El aparato carga hasta 85 *% me lo pueden cambiar?.,Calificación 1 de 5,0
07 jun. 2023,No tiene huella digitales.,Calificación 1 de 5,0
13 may. 2023,No puedo evaluarlo porque lo devolví porque me equivoqué de gb.,Calificación 1 de 5,1
18 jun. 2023,No no me trago los audicular.,Calificación 1 de 5,0
07 ago. 2023,"La verdad me decepcionó, no lo recomendaría. Es lento, se tilda seguido, bastante malo me pareció.",Calificación 2 de 5,8
24 oct. 2023,Demaciado lento lo necesitaba para trabajar y no cumplio mis espectativas.,Calificación 2 de 5,2
30 mar. 2024,"Por ahora bien, me lo trajeron hoy. Es medio lento pero era de esperarse. 2 estrellas porque la descripción dice que tiene huella dactilar cuando no tiene.",Calificación 2 de 5,1
02 dic. 2023,"Básico, la batería dura poco.",Calificación 2 de 5,1
20 sep. 2024,No tien huella dactilar.,Calificación 2 de 5,0
19 ago. 2024,No lo volvería a comprar.,Calificación 2 de 5,0
14 ago. 2024,Problemas con la cámara.,Calificación 2 de 5,0
23 jul. 2024,"Tiene 2 gb de ram ""virtuales"".",Calificación 2 de 5,0
13 jul. 2024,El inconveniente es que no tiene ranura para expansión de memoria y cuando migras de uno a otro si tenes muchas app y cosas ya no es tan lindo ni útil.,Calificación 2 de 5,0
25 jun. 2024,Se tilda. Y se pone la pantalla gris. No es lo que esperaba.,Calificación 2 de 5,0
25 jun. 2024,"Malisimo teléfono, quizas por el precio esta bien pero si hubiera sabido que era tan lento me hubiera quedado con mi viejo k50.",Calificación 2 de 5,0
20 jun. 2024,No me parece muy distinto al modelo anterior. Creo que solo cambia el almacenamiento.,Calificación 2 de 5,0
18 jun. 2024,"Anda un poco lento , esperaba algo mejor.",Calificación 2 de 5,0
09 jun. 2024,No tiene detector de huella mal ahi.,Calificación 2 de 5,0
28 may. 2024,Fue un regalo y el dueño no me ha dicho nada todavia. Solo gracias.,Calificación 2 de 5,0
01 may. 2024,El tactil es malo.,Calificación 2 de 5,0
01 may. 2024,Es lo que hay.,Calificación 2 de 5,0
11 abr. 2024,No tiene huella.,Calificación 2 de 5,0
10 abr. 2024,Es muy lento para ser nuevo. La cámara es pésima. Muy baja calidad.,Calificación 2 de 5,0
06 abr. 2024,En la descripción se menciona que trae desbloqueo con huella digital y no es así.,Calificación 2 de 5,0
03 abr. 2024,Regular. Tiene fallas y hace menos de un mes que lo tenemos. Se tilda. Falla el táctil.,Calificación 2 de 5,0
02 abr. 2024,"No tiene huella digital, la cámara no me gusta tanto, pero ya lindo el cel.",Calificación 2 de 5,0
12 mar. 2024,En marzo dejó de funcionar.,Calificación 2 de 5,0
11 mar. 2024,No es malo pero muy lerdo para cargar y aguanta poco la batería eso le veo de malo.,Calificación 2 de 5,0
11 feb. 2024,Poco lento el resto genial.,Calificación 2 de 5,0
26 ene. 2024,"Me quedo sin wassapp fuera de mi casa, teniendo los datos móviles co ec5ados realmente me siento decepcionado, ya que algunas funciones me quedan sin funcionar.",Calificación 2 de 5,0
22 ene. 2024,Mall poquísima memoria se rompió antes del año.,Calificación 2 de 5,0
16 ene. 2024,Lo tuve q devolver xq calentaba la batería a los 5 minutos q lo conecte.,Calificación 2 de 5,0
14 nov. 2023,La batería se agota sola.,Calificación 2 de 5,0
03 nov. 2023,"Bastante pedorrito el celu. Sobretodo esperaba una ""buena"" cámara de fotos, pero son peores que las de mi teléfono anterior. Muy baja calidad.",Calificación 2 de 5,0
19 oct. 2023,"Buen telefono. Lastima la pantalla,es opaca. Oscura.",Calificación 2 de 5,0
12 oct. 2023,"Malísimo el celu, pensé q por las características iba a ser mejor, pero la batería no le dura, es lento, tarda una eternidad en pasas de una app a otra y para colmo se tilda mucho y hay q reiniciarlo.",Calificación 2 de 5,0
20 ago. 2023,Se me romio por un defecto de fabrica.,Calificación 2 de 5,0
13 ago. 2023,"La verdad que este telefono es una decepción por ser samsung, tuve otros samsung medio pelo y todos funcionaban bien, pero este es de cuarta honestamente. La velocidad de repuesta es pésima, se traba y se glichea todo al usarlo. Las aplicaciones dependiendo de cuales sean tardan un monton en abrir tambien. La pantalla a la primera caída que tuvo se despedazo. Lo único decente es que tiene una camara buena para lo que es, pero todo lo demas es malo. Si lo vas a comprar para salir del apuro (como me paso ami) y no queres gastar de mas, por ahí te conviene. Pero yo buscaria algo mejor por el mismo precio sin fijarme en la marca.",Calificación 2 de 5,0
06 ago. 2023,El producto a mostrado muchas fallas.,Calificación 2 de 5,0
22 jul. 2023,Rari. Anda muy lento.,Calificación 2 de 5,0
29 jun. 2023,Producto de samsung gama baja. Lo malo es que no tiene huella digital. Camaras de mediana calidad. Bateria con buen rendimiento. Desenpeño maso si lo apuras se tilda 2 horas en cargar tarda.,Calificación 2 de 5,0
03 jun. 2023,"El celular pór el precio es bueno, pero la bateria no es buena.",Calificación 2 de 5,0
28 may. 2023,"El sonido que graba de lejos, muy malo, pero de cerca tiene buena calidad. Los videos salen entrecorados, inferior calidad a otros modelos de samsung más antiguos. La cámara deja mucho que desear.",Calificación 2 de 5,0
20 may. 2023,La batería del celular se descarga muy rápido no dura mucho.,Calificación 2 de 5,0
15 may. 2023,Por el precio no se puede pedir grandes cosas pero es medio pelo!!!.,Calificación 2 de 5,0
12 may. 2023,"Nunca funcionó correctamente, en funciones básicas. Finalmente se ""despegó"" y desarmó. , tuve que pegarlo con una cinta. Debería haberlo devuelto, pero no lo hice, esperando que se arregle. Hoy ya no lo uso. Tal vez no sea el modelo, tal vez haya sido ese teléfono, pero fue una mala compra.",Calificación 2 de 5,0
11 may. 2023,"Malísimo, se tilda cada tanto.",Calificación 2 de 5,0
08 may. 2023,"No es lo que esperaba,pero zafa.",Calificación 2 de 5,0
04 may. 2023,No tiene ariculares.,Calificación 2 de 5,0
12 abr. 2023,No tiene smart wiew para transmitir pantalla ni huella dactilar por unos pesos más tendría acceso.,Calificación 2 de 5,0
08 abr. 2023,"Muy lerdo. Y muy poca memoria, se te llena a cada rato y empieza a andar lento.",Calificación 2 de 5,0
04 abr. 2023,Hola el problema q tinbla.,Calificación 2 de 5,0
16 dic. 2022,El celu es liviano y esteticamente lindo. Puntos en contra. Tarda demasiado en cargar y eso q es carga rapida. La calidad de imagen es buena pero el microfono va para atraz los audios en los videos saturan mucho. Recomiendo juntar poco mas dinero y optar por una mejor gama.,Calificación 3 de 5,43
11 ene. 2023,Tiene l problema de q aveces no toma m bloqueo después del uso lo dejas y cuando lo tomas nuevamente no está bloqueado.,Calificación 3 de 5,8
25 oct. 2023,La carga dura muy poco. Cuando está en carga se enciende la pantalla y un mensaje. No pude desactivar ese mensaje.,Calificación 3 de 5,3
07 oct. 2023,"Funciona, pero es un aparato que en 4 a 5 años cuidandolo mucho hay que volverlo a cambiar. Digamos que el precio es excesivo por la durabilidad que tendra. Cada vez los hacen más descartables. Si bien es un mal necesario deberian pensar en crearlos con una mentalidad mas sustentable y sostenible.",Calificación 3 de 5,4
25 ago. 2023,"Muy buen producto, lastima que le faltan funciones para habilitarlo con windows enlace móvil en la pc. Como ver las aplicaciones y la pantalla del celular en la pc además de no tener magnetómetro lo que significa que no puede tener una brújula!!.",Calificación 3 de 5,2
15 ago. 2023,"Pagas por lo que es, insatisfecho.",Calificación 3 de 5,2
13 jun. 2023,Mi producto demora a cargar la batería.,Calificación 3 de 5,2
29 mar. 2023,Por el tiempo de uso que tengo tiene cierta estabilidad pero no me gusto mucho la duracion de la bateria y calienta un poco yo no juego juegos no le meto aplicaciones a lo loco es mas elimine vs que tenia y no uso en los diagnostico de la aplicacion me recomienda que valla a un centro tecnico para ver de la bateria. Pero aca donde vivo no hay. Pero todo lo demas esta muy bien.,Calificación 3 de 5,2
02 ene. 2023,Completo aunque de desempeño discreto. Acorde al precio. El resto: samsung. Todo funciona bien.,Calificación 3 de 5,2
27 mar. 2024,Lento como una tortuga. Para que prensa tenes que esperar 2 minutos aproximadamente. La cámara es de baja calidad y no tiene nfc. Lo unico bueno es que para apagar el equipo te pide contraseña.,Calificación 3 de 5,1
01 feb. 2024,"Es bastante lento. Yo antes tenía un j7, y estaba bastante contento con su relación precio/calidad. Pensé que este sería algo similar pero más moderno, pero fue un poco decepcionante. Se siente lenta la interacción. Anda, es usable, pero creo que lo voy a cambiar antes de lo previsto.",Calificación 3 de 5,1
25 ene. 2024,Mejor es el m12 que tenia.,Calificación 3 de 5,1
27 oct. 2023,No funciona con buena velocidad para tener 4 gb de ram es demasiado lento no lo recomiendo.,Calificación 3 de 5,1
17 sep. 2023,Maomeno nomá. Es nuevo y ya se tilda con algunas apps. Se supone que tiene buen procesador pero es medio lento 🤷🏻‍♀️.,Calificación 3 de 5,1
24 ago. 2023,Zafa.,Calificación 3 de 5,1
28 jul. 2023,"El teléfono es sencillo y un poquito lento, pero por el precio (58k 07/2023) no está mal.",Calificación 3 de 5,1
12 may. 2023,"Funcionando sin ningun problema , calidad acorde al precio.",Calificación 3 de 5,1
26 feb. 2023,Calidad precio acorde.,Calificación 3 de 5,1
06 ene. 2023,Acorde al precio muy buena la bateria para adolecentes un espectaculo.,Calificación 3 de 5,1
03 oct. 2024,Muy bueno.,Calificación 3 de 5,0
22 sep. 2024,Está bien a mi hijo le sirvio.,Calificación 3 de 5,0
15 sep. 2024,Falta nfc.,Calificación 3 de 5,0
08 sep. 2024,"Lerdo, y la bateria dura muy poco, lo compré porque ese dia estaba de oferta, pero prefiero mil veces en gama baja un tcl, mucha mejores prestaciones al mismo o menor precio.",Calificación 3 de 5,0
15 ago. 2024,"El teléfono es una torta. Ultra lento. Samsung hace esto para que compren modelos gama s. Hasta un s7 de hace 5 años funciona más rápido y no se laguea. No lo recomiendo a menos q lo uses solo para atender llamadas. Olvídate de ver videos, usar el gps o netflix. Es una torta mal.",Calificación 3 de 5,0
08 ago. 2024,"Le falta ram, se tilda con facilidad, a veces lis videos se traban momentáneamente.",Calificación 3 de 5,0
05 ago. 2024,Es un teléfono funcional.,Calificación 3 de 5,0
02 ago. 2024,"Hasta ahora anda más o menos, veremos. Más adelante que resultados da.",Calificación 3 de 5,0
28 jul. 2024,Safa.,Calificación 3 de 5,0
22 jul. 2024,No estoy conforme de como funciona.,Calificación 3 de 5,0
22 jul. 2024,"Es un celular basico, no se le puede pedir mas por el procesador que trae y la memoria ram. Descubrí que hay mejores y mas económicos.",Calificación 3 de 5,0
17 jul. 2024,Sistema operativo malo pero es por esperar por el precio.,Calificación 3 de 5,0
16 jul. 2024,Muy antiguo ni huella tiene. Básico mal.,Calificación 3 de 5,0
14 jul. 2024,"Batería poca duración, mala.",Calificación 3 de 5,0
14 jul. 2024,"Recién lo estoy usando, veremos que tal es con el uso.",Calificación 3 de 5,0
08 jul. 2024,Gracias.,Calificación 3 de 5,0
03 jul. 2024,Excelente relacion precio/calidad. Buen telefono para adolescente o adulto mayor.,Calificación 3 de 5,0
02 jul. 2024,Sirvió.,Calificación 3 de 5,0
29 jun. 2024,Maso.,Calificación 3 de 5,0
28 jun. 2024,El producto en sí por el precio no es malo pero tiene un procesador muy parecido al de los xiaomi viejos y por esa razón le pongo 3 estrellas ya que es medio mediocre su velocidad en cuanto a funcionamiento.,Calificación 3 de 5,0
26 jun. 2024,Buen producto precio calidad lo recomiendo.,Calificación 3 de 5,0
15 jun. 2024,"Hla, cm verán, el vidrio táctil touch, inexplicablemente se me quedó de esa manera, x lo visto es muy censible (ordinario), y lo fundamento xque anteriormente tenía un samsung j7 neo, y lo tuve x más de 7 años y nunca tuve drama, sólo cambié una vez la batería, y éste, hace un mes que me lo compré y quedó así, espero qué no comience a correr él líquido de la pantalla xque allí sí quedaría inutilizable.",Calificación 3 de 5,0
08 jun. 2024,"Medio pelo. Se lo regalé a mi vieja pero tiene poca memoria. Fotos malas y poca duración de batería. Sólo una duda: ¿cómo podés descender de local, con ventaja deportiva y encima perder fuego tu estadio? riber dejaste de existir en el 2011. Ex club.",Calificación 3 de 5,0
05 jun. 2024,"El producto vino con algunas fallas en el táctil, pequeños detalles pero el funcionamiento no es el mejor para ser sincero.",Calificación 3 de 5,0
29 may. 2024,Bueno.,Calificación 3 de 5,0
22 may. 2024,Muy lento.,Calificación 3 de 5,0
16 may. 2024,Por el precio esta bien. Ni es un reeee celular. Sirve para whatsapp y esas cosas.,Calificación 3 de 5,0
11 may. 2024,"La verdad que es un celular demasiado baja gama y por el precio hay opciones mejores. Súper lento, cámara de muy baja resolución.",Calificación 3 de 5,0
10 may. 2024,Es un buen producto. Hasta ahora todo bien.,Calificación 3 de 5,0
10 may. 2024,Bueno.,Calificación 3 de 5,0
05 may. 2024,No tiene lector de huella digital.,Calificación 3 de 5,0
02 may. 2024,"Es malo en comparación a otros en el mismo rango de precio. A ver. Si no usas nada más que el celular para whatsapp y abrir redes sociales no pasa nada. Si es por la cáma no , si es para jugar juegos hay mejores al mismo precio. La bateria a mi me dura 1 dia.",Calificación 3 de 5,0
30 abr. 2024,Lo compre en 3 cuotas y me descontó dos juntas el mismo mes- estafa.,Calificación 3 de 5,0
24 abr. 2024,Bien. Con características publicitadas.,Calificación 3 de 5,0
23 abr. 2024,Telefono modesto economivo como para un niño.,Calificación 3 de 5,0
16 abr. 2024,Volumen de parlante muy bajo( más allá de tenerlo al tope) y tarda muchísimo tiempo en cargar la bateria.,Calificación 3 de 5,0
15 abr. 2024,Muy bueno.,Calificación 3 de 5,0
13 abr. 2024,"Zafa, no es malo, tampoco bueno.",Calificación 3 de 5,0
06 abr. 2024,"Lo compré para mi pa. No le gustó, dice que se tilda de la nada y en algunas aplicaciones se pone lento o se sale de ellas. Venia de un motorola g13 y no tenía estos inconvenientes.",Calificación 3 de 5,0
03 abr. 2024,Aun no estoy muy conforme. Aveces se tilda.,Calificación 3 de 5,0
01 abr. 2024,Por el momento ningún problema. Lo tengo hace una semana 😌😊.,Calificación 3 de 5,0
26 mar. 2024,Es bastante lento pero es barato.,Calificación 3 de 5,0
26 mar. 2024,"Entre lo más económico se detalla la calidad de las fotos, la batería parece estar agotada, acaba bastante más rápido que otro equipo del mismo modelo.",Calificación 3 de 5,0
06 mar. 2024,"Me hace extrañar demasiado mi viejo tcl. La cámara en casi todas sus funciones es mala, el zoom es de gusto porque se nubla toda la imagen, no tiene funciones prácticas como el grabado (video) de pantalla o sacar capturas deslizando 3 dedos hacia abajo sobre la pantalla. La batería tarda mucho en cargarse y dura poco. Se lo voy a regalar a mi nena 🫤🤷🏼‍♀️.",Calificación 3 de 5,0
05 mar. 2024,"Muy buen equipo más la capacidad de almacenamiento y definición de la cámara, celular promedio de buena prestación.",Calificación 3 de 5,0
05 mar. 2024,El celular no retiene la carga y siempre denuncia sobrecalentamiento. Voy a llevarlo a un técnico. Ojalá tenga solución.,Calificación 3 de 5,0
01 mar. 2024,Baja calidad.,Calificación 3 de 5,0
20 feb. 2024,"Buen producto, lo compramos para los usos esenciales, pero funciona a la perfección. Gracias.",Calificación 3 de 5,0
18 feb. 2024,Bien.,Calificación 3 de 5,0
15 feb. 2024,Simple. Caro para lo que es hoy en día 64gb.,Calificación 3 de 5,0
13 feb. 2024,La batería carga hasta 85% y la cámara muy mala.,Calificación 3 de 5,0
08 feb. 2024,"Carece de nfc lo cual es bastante problemáticohoy en día. Y falla bastante el volumen, que se sube solo aún manteniendo presionado para silencio o bajo.",Calificación 3 de 5,0
02 feb. 2024,Por ahora va todo bien. Producto sencillo y lindo.,Calificación 3 de 5,0
02 feb. 2024,"El celu se calienta a la 15 minutos, use medio de brillo y se baja a las 5 horas la batería. Si sigue así lo voy a tener q devolver. ! q mala inversión.",Calificación 3 de 5,0
23 ene. 2024,No tiene mucha memoria pero safa.,Calificación 3 de 5,0
17 ene. 2024,No trae chip.,Calificación 3 de 5,0
09 ene. 2024,"Uno de los más baratos del mercado, tampoco puedo tener tantas pretenciones.",Calificación 3 de 5,0
08 ene. 2024,Bueno.,Calificación 3 de 5,0
03 ene. 2024,Calidad de acuerdo al precio.,Calificación 3 de 5,0
02 ene. 2024,Bueno.,Calificación 3 de 5,0
27 dic. 2023,"Medio pelo, para abajo.",Calificación 3 de 5,0
22 dic. 2023,Resulto muy bueno.,Calificación 3 de 5,0
20 dic. 2023,"Por la confianza que el usuario deposita en samsumg lo compra, pero realmentes a lo que respecta a la calidad se queda corto. Anda pero no conforta.",Calificación 3 de 5,0
18 dic. 2023,El diseño es bonito. La cámara podría ser mejor. Gracias.,Calificación 3 de 5,0
17 dic. 2023,No estoy del todo satisfecha.,Calificación 3 de 5,0
17 dic. 2023,Lo compre hace un mes cuando salía literal la mitad. Ese precio si lo valía osea lo pague 97mil pesos. En ese momento si podía decir que era adecuado precio-calidad. Ahora vi el nuevo precio y quede o. O.,Calificación 3 de 5,0
15 dic. 2023,Hay otras opciones por menos precio que tienen menos hardware y funcionan igual o mejor la capa de samsung ocupan mucha ram.,Calificación 3 de 5,0
15 dic. 2023,"No es de lo mejor si sos una persona que trabaja con las fotos,memoria y velocidad del celular. Es muy basico, practicamente para fotos en exteriores y pocas aplicaciones. Me lo compre para zafar pero no me sirvio para las exigencias que le doy. Hasta un galaxy prime se la bancaba mas y sacaba mejores fotos. Consejo : siempre chequeen que la resolucion de pantalla sea alta. No importa cuantos pixeles diga que tiene la camara, lo que define todo es la resolucion de pantalla. La bateria si duraba muchisimo pero era porque mucho no habia para hacer con el pobre celular. En fin.",Calificación 3 de 5,0
07 dic. 2023,Pasable.,Calificación 3 de 5,0
